171,Lanturn
172,Pichu
173,Cleffa
174,Igglybuff
175,Togepi
176,Togetic
177,Natu
178,Xatu
179,Mareep
180,Flaaffy
181,Ampharos
181-mega,Ampharos mega
182,Bellossom
183,Marill
184,Azumarill
185,Sudowoodo
186,Politoed
187,Hoppip
188,Skiploom
189,Jumpluff
190,Aipom
191,Sunkern
192,Sunflora
193,Yanma
194,Wooper
195,Quagsire
196,Espeon
197,Umbreon
198,Murkrow
199,Slowking
200,Misdreavus
201,Unown
201-a,Unown A
201-b,Unown B
201-c,Unown C
201-d,Unown D
201-e,Unown E
201-f,Unown F
201-g,Unown G
201-h,Unown H
201-i,Unown I
201-j,Unown J
201-k,Unown K
201-l,Unown L
201-m,Unown M
201-n,Unown N
201-o,Unown O
201-p,Unown P
201-q,Unown Q
201-r,Unown R
201-s,Unown S
201-t,Unown T
201-u,Unown U
201-v,Unown V
201-w,Unown W
201-x,Unown X
201-y,Unown Y
201-z,Unown Z
201-question,Unown ?
201-exclamation,Unown !
202,Wobbuffet
203,Girafarig
204,Pineco
205,Forretress
206,Dunsparce
207,Gligar
208,Steelix
208-mega,Steelix mega
209,Snubbull
210,Granbull
211,Qwilfish
212,Scizor
212-mega,Scizor mega
213,Shuckle
214,Heracross
214-mega,Heracross mega
215,Sneasel
216,Teddiursa
217,Ursaring
218,Slugma
219,Magcargo
220,Swinub
221,Piloswine
222,Corsola
223,Remoraid
224,Octillery
225,Delibird
226,Mantine
227,Skarmory
228,Houndour
229,Houndoom
229-mega,Houndoom mega
230,Kingdra
231,Phanpy
232,Donphan
233,Porygon2
234,Stantler
235,Smeargle
236,Tyrogue
237,Hitmontop
238,Smoochum
239,Elekid
240,Magby
241,Miltank
242,Blissey
243,Raikou
244,Entei
245,Suicune
246,Larvitar
247,Pupitar
248,Tyranitar
248-mega,Tyranitar mega
249,Lugia
250,Ho-oh
251,Celebi
252,Treecko
253,Grovyle
254,Sceptile
254-mega,Sceptile mega
255,Torchic
256,Combusken
257,Blaziken
257-mega,Blaziken mega
258,Mudkip
259,Marshtomp
260,Swampert
260-mega,Swampert mega
261,Poochyena
262,Mightyena
263,Zigzagoon
264,Linoone
265,Wurmple
266,Silcoon
267,Beautifly
268,Cascoon
269,Dustox
270,Lotad
271,Lombre
272,Ludicolo
273,Seedot
274,Nuzleaf
275,Shiftry
276,Taillow
277,Swellow
278,Wingull
279,Pelipper
280,Ralts
281,Kirlia
282,Gardevoir
282-mega,Gardevoir mega
283,Surskit
284,Masquerain
285,Shroomish
286,Breloom
287,Slakoth
288,Vigoroth
289,Slaking
290,Nincada
291,Ninjask
292,Shedinja
293,Whismur
294,Loudred
295,Exploud
296,Makuhita
297,Hariyama
298,Azurill
299,Nosepass
300,Skitty
301,Delcatty
302,Sableye
302-mega,Sableye mega
303,Mawile
303-mega,Mawile mega
304,Aron
305,Lairon
306,Aggron
306-mega,Aggron mega
307,Meditite
308,Medicham
308-mega,Medicham mega
309,Electrike
310,Manectric
310-mega,Manectric mega
311,Plusle
312,Minun
313,Volbeat
314,Illumise
315,Roselia
316,Gulpin
317,Swalot
318,Carvanha
319,Sharpedo
319-mega,Sharpedo mega
320,Wailmer
321,Wailord
322,Numel
323,Camerupt
323-mega,Camerupt mega
324,Torkoal
325,Spoink
326,Grumpig
327,Spinda
328,Trapinch
329,Vibrava
330,Flygon
331,Cacnea
332,Cacturne
333,Swablu
334,Altaria
334-mega,Altaria mega
335,Zangoose
336,Seviper
337,Lunatone
338,Solrock
339,Barboach
340,Whiscash
341,Corphish
342,Crawdaunt
343,Baltoy
344,Claydol
345,Lileep
346,Cradily
347,Anorith
348,Armaldo
349,Feebas
350,Milotic
351,Castform
351-rainy,Castform rain
351-sunny,Castform sun
351-snowy,Castform hail
352,Kecleon
353,Shuppet
354,Banette
355,Duskull
356,Dusclops
357,Tropius
358,Chimecho
359,Absol
359-mega,Absol mega
360,Wynaut
361,Snorunt
362,Glalie
363,Spheal
364,Sealeo
365,Walrein
366,Clamperl
367,Huntail
368,Gorebyss
369,Relicanth
370,Luvdisc
371,Bagon
372,Shelgon
373,Salamence
373-mega,Salamence mega
374,Beldum
375,Metang
376,Metagross
376-mega,Metagross mega
377,Regirock
378,Regice
379,Registeel
380,Latias
380-mega,Latias mega
381,Latios
381-mega,Latios mega
382,Kyogre
382-primal,Kyogre primal
383,Groudon
383-primal,Groudon primal
384,Rayquaza
384-mega,Rayquaza mega
385,Jirachi
386,Deoxys
386-attack,Deoxys attack
386-defense,Deoxys defense
386-speed,Deoxys speed
387,Turtwig
388,Grotle
389,Torterra
390,Chimchar
391,Monferno
392,Infernape
393,Piplup
394,Prinplup
395,Empoleon
396,Starly
397,Staravia
398,Staraptor
399,Bidoof
400,Bibarel
401,Kricketot
402,Kricketune
403,Shinx
404,Luxio
405,Luxray
406,Budew
407,Roserade
408,Cranidos
409,Rampardos
410,Shieldon
411,Bastiodon
412,Burmy
412-plant,Burmy plant
412-sandy,Burmy sandy
412-trash,Burmy trash
413,Wormadam
413-plant,Wormadam plant
413-sandy,Wormadam sandy
413-trash,Wormadam trash
414,Mothim
415,Combee
416,Vespiquen
417,Pachirisu
418,Buizel
419,Floatzel
420,Cherubi
421,Cherrim
421-sunshine,Cherrim sun
422,Shellos
422-east,Shellos E
422-west,Shellos W
423,Gastrodon
423-east,Gastrodon E
423-west,Gastrodon W
424,Ambipom
425,Drifloon
426,Drifblim
427,Buneary
428,Lopunny
428-mega,Lopunny mega
429,Mismagius
430,Honchkrow
431,Glameow
432,Purugly
433,Chingling
434,Stunky
435,Skuntank
436,Bronzor
437,Bronzong
438,Bonsly
439,Mime Jr.
440,Happiny
441,Chatot
442,Spiritomb
443,Gible
444,Gabite
445,Garchomp
445-mega,Garchomp mega
446,Munchlax
447,Riolu
448,Lucario
448-mega,Lucario mega
449,Hippopotas
450,Hippowdon
451,Skorupi
452,Drapion
453,Croagunk
454,Toxicroak
455,Carnivine
456,Finneon
457,Lumineon
458,Mantyke
459,Snover
460,Abomasnow
460-mega,Abomasnow mega
461,Weavile
462,Magnezone
463,Lickilicky
464,Rhyperior
465,Tangrowth
466,Electivire
467,Magmortar
468,Togekiss
469,Yanmega
470,Leafeon
471,Glaceon
472,Gliscor
473,Mamoswine
474,Porygon-Z
475,Gallade
475-mega,Gallade mega
476,Probopass
477,Dusknoir
478,Froslass
479,Rotom
479-fan,Rotom fan
479-frost,Rotom frost
479-heat,Rotom heat
479-mow,Rotom mow
479-wash,Rotom wash
480,Uxie
481,Mesprit
482,Azelf
483,Dialga
484,Palkia
485,Heatran
486,Regigigas
487,Giratina
487-origin,Giratina origin
488,Cresselia
489,Phione
490,Manaphy
491,Darkrai
492,Shaymin
492-sky,Shaymin sky
493,Arceus
493-bug,Arceus bug
493-dark,Arceus dark
493-dragon,Arceus dragon
493-electric,Arceus electric
493-fairy,Arceus fairy
493-fighting,Arceus fighting
493-fire,Arceus fire
493-flying,Arceus flying
493-ghost,Arceus ghost
493-grass,Arceus grass
493-ground,Arceus ground
493-ice,Arceus ice
493-poison,Arceus poison
493-psychic,Arceus psychic
493-rock,Arceus rock
493-steel,Arceus steel
493-water,Arceus water
494,Victini
495,Snivy
496,Servine
497,Serperior
498,Tepig
499,Pignite
500,Emboar
501,Oshawott
502,Dewott
503,Samurott
504,Patrat
505,Watchog
506,Lillipup
507,Herdier
508,Stoutland
509,Purrloin
510,Liepard
511,Pansage
512,Simisage
513,Pansear
514,Simisear
515,Panpour
516,Simipour
517,Munna
518,Musharna
519,Pidove
520,Tranquill
521,Unfezant
521-f,Unfezant F
522,Blitzle
523,Zebstrika
524,Roggenrola
525,Boldore
526,Gigalith
527,Woobat
528,Swoobat
529,Drilbur
530,Excadrill
531,Audino
532,Timburr
533,Gurdurr
534,Conkeldurr
535,Tympole
536,Palpitoad
537,Seismitoad
538,Throh
539,Sawk
540,Sewaddle
541,Swadloon
542,Leavanny
543,Venipede
544,Whirlipede
545,Scolipede
546,Cottonee
547,Whimsicott
548,Petilil
549,Lilligant
550,Basculin
550-red-striped,Basculin R
550-blue-striped,Basculin B
551,Sandile
552,Krokorok
553,Krookodile
554,Darumaka
555,Darmanitan
555-zen,Darmanitan Zen
556,Maractus
557,Dwebble
558,Crustle
559,Scraggy
560,Scrafty
561,Sigilyph
562,Yamask
563,Cofagrigus
564,Tirtouga
565,Carracosta
566,Archen
567,Archeops
568,Trubbish
569,Garbodor
570,Zorua
571,Zoroark
572,Minccino
573,Cinccino
574,Gothita
575,Gothorita
576,Gothitelle
577,Solosis
578,Duosion
579,Reuniclus
580,Ducklett
581,Swanna
582,Vanillite
583,Vanillish
584,Vanilluxe
585,Deerling
585-spring,Deerling Spring
585-autumn,Deerling Autumn
585-summer,Deerling Summer
585-winter,Deerling Winter
586,Sawsbuck
586-spring,Sawsbuck Spring
586-autumn,Sawsbuck Autumn
586-summer,Sawsbuck Summer
586-winter,Sawsbuck Winter
587,Emolga
588,Karrablast
589,Escavalier
590,Foongus
591,Amoonguss
592,Frillish
592-female,Frillish F
593,Jellicent
593-female,Jellicent F
594,Alomomola
595,Joltik
596,Galvantula
597,Ferroseed
598,Ferrothorn
599,Klink
600,Klang
601,Klinklang
602,Tynamo
603,Eelektrik
604,Eelektross
605,Elgyem
606,Beheeyem
607,Litwick
608,Lampent
609,Chandelure
610,Axew
611,Fraxure
612,Haxorus
613,Cubchoo
614,Beartic
615,Cryogonal
616,Shelmet
617,Accelgor
618,Stunfisk
619,Mienfoo
620,Mienshao
621,Druddigon
622,Golett
623,Golurk
624,Pawniard
625,Bisharp
626,Bouffalant
627,Rufflet
628,Braviary
629,Vullaby
630,Mandibuzz
631,Heatmor
632,Durant
633,Deino
634,Zweilous
635,Hydreigon
636,Larvesta
637,Volcarona
638,Cobalion
639,Terrakion
640,Virizion
641,Tornadus
641-therian,Tornadus T
642,Thundurus
642-therian,Thundurus T
643,Reshiram
644,Zekrom
645,Landorus
645-therian,Landorus T
646,Kyurem
646-black,Kyurem B
646-white,Kyurem W
647,Keldeo
648,Meloetta
649,Genesect
649-burn,Genesect burn
649-chill,Genesect chill
649-douse,Genesect douse
649-shock,Genesect shock
650,Chespin
651,Quilladin
652,Chesnaught
653,Fennekin
654,Braixen
655,Delphox
656,Froakie
657,Frogadier
658,Greninja
659,Bunnelby
660,Diggersby
661,Fletchling
662,Fletchinder
663,Talonflame
664,Scatterbug
665,Spewpa
666,Vivillon
667,Litleo
668,Pyroar
669,Flabébé
669-blue,Flabébé B
669-orange,Flabébé O
669-red,Flabébé R
669-white,Flabébé W
669-yellow,Flabébé Y
670,Floette
670-blue,Floette B
670-orange,Floette O
670-red,Floette R
670-white,Floette W
670-yellow,Floette Y
671,Florges
671-blue,Florges B
671-orange,Florges O
671-red,Florges R
671-white,Florges W
671-yellow,Florges Y
672,Skiddo
673,Gogoat
674,Pancham
675,Pangoro
676,Furfrou
677,Espurr
678,Meowstic
679,Honedge
680,Doublade
681,Aegislash
682,Spritzee
683,Aromatisse
684,Swirlix
685,Slurpuff
686,Inkay
687,Malamar
688,Binacle
689,Barbaracle
690,Skrelp
691,Dragalge
692,Clauncher
693,Clawitzer
694,Helioptile
695,Heliolisk
696,Tyrunt
697,Tyrantrum
698,Amaura
699,Aurorus
700,Sylveon
701,Hawlucha
702,Dedenne
703,Carbink
704,Goomy
705,Sliggoo
706,Goodra
707,Klefki
708,Phantump
709,Trevenant
710,Pumpkaboo
711,Gourgeist
712,Bergmite
713,Avalugg
714,Noibat
715,Noivern
716,Xerneas
717,Yveltal
718,Zygarde
719,Diancie
719-mega,Diancie mega
720,Hoopa
720-unbound,Hoopa unbound
721,Volcanion
722,Rowlet
723,Dartrix
724,Decidueye
725,Litten
726,Torracat
727,Incineroar
728,Popplio
729,Brionne
730,Primarina
731,Pikipek
732,Trumbeak
733,Toucannon
734,Yungoos
735,Gumshoos
736,Grubbin
737,Charjabug
738,Vikavolt
739,Crabrawler
740,Crabominable
741,Oricorio
741-balie,Oricorio baile
741-pau,Oricorio pau
741-pom-pom,Oricorio pom-pom
741-sensu,Oricorio sensu
742,Cutiefly
743,Ribombee
744,Rockruff
745,Lycanroc
746,Wishiwashi
747,Mareanie
748,Toxapec
749,Mudbray
750,Mudsdale
751,Dewpider
752,Araquanid
753,Fomantis
754,Lurantis
755,Morelull
756,Shiinotic
757,Salandit
758,Salazzle
759,Stufful
760,Bewar
761,Bounsweet
762,Steenee
763,Tsareena
764,Comfey
765,Oranguru
766,Passimian
767,Wimpod
768,Golisopod
769,Sandygast
770,Palossand
771,Pyukumuku
772,Type: Null
773,Silvally
773-bug,Silvally bug
773-dark,Silvally dark
773-dragon,Silvally dragon
773-fairy,Silvally fairy
773-fighting,Silvally fighting
773-fire,Silvally fire
773-flying,Silvally flying
773-ghost,Silvally ghost
773-grass,Silvally grass
773-ground,Silvally ground
773-ice,Silvally ice
773-normal,Silvally normal
773-poison,Silvally poison
773-psychic,Silvally psychic
773-rock,Silvally rock
773-steel,Silvally steel
773-water,Silvally water
774,Minior
774-blue,Minior blue
774-green,Minior green
774-indigo,Minior indigo
774-orange,Minior orange
774-red,Minior red
774-violet,Minior violet
774-yellow,Minior yellow
775,Komala
776,Turtonator
777,Togedemaru
778,Mimikyu
779,Bruxish
780,Drampa
781,Dhelmise
782,Jangmo-o
783,Hakamo-o
784,Kommo-o
785,Tapu Koko
786,Tapu Lele
787,Tapu Bulu
788,Tapu Fini
789,Cosmog
790,Cosmoem
791,Solgaleo
792,Lunala
793,Nihilego
794,Buzzwole
795,Pheromosa
796,Xurkitree
797,Celesteela
798,Kartana
799,Guzzlord
800,Necrozma
800-dawn,Necrozma dawn
800-dusk,Necrozma dusk
800-ultra,Mecrozma ultra
801,Magearna
802,Marshadow
803,Poipole
804,Naganadel
805,Stakataka
806,Blacephalon
807,Zeraora
